1,800
1,200
1,100
1,100
1,100
1,200
1,100
1,100
1,100
1,200
1,100
1,200
1,200
1,100
1,100
1,200
1,200
1,100
1,200
1,200
1,200
1,200
1,200
1,100
1,200
1,100
1,200
1,100
1,100
1,100
1,100
1,200
1,100
1,200
1,100
1,200
1,200
1,200
1,100
1,200
1,200
1,100
1,100
1,100
1,100
1,200
1,100
1,200
1,100
1,200
1,200
1,100
1,200
1,100
1,100
1,100
1,100
1,100
1,200
1,200
1,200
1,100
1,100
1,100
1,100
1,100
1,200
1,100
1,100
1,100
1,200
1,100
1,100
1,100
1,100
1,100
1,200
1,200
1,200
1,100
1,100
1,100
1,200
1,200
1,100
1,300
1,200
1,100
1,100
1,100
1,100
1,100
1,100
1,200
1,100
1,100
1,100
1,200
1,100
1,100
50001,900
50001,300
50001,400
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,200
50001,300
50001,300
50001,300
50001,200
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,600
50001,300
50001,300
50001,300
50001,300
50001,300
50001,400
50001,200
50001,300
50001,300
50001,400
50001,300
50001,300
50001,300
50001,300
50001,400
50001,300
50001,300
50001,200
50001,300
50001,300
50001,300
50001,300
50001,200
50001,300
50001,300
50001,300
50001,300
50001,200
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,300
50001,200
50001,300
50001,300
50001,200
50001,300
50001,300
50001,400
50001,300
50001,300
100001,500
100001,300
100001,400
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,400
100001,300
100001,300
100001,400
100001,300
100001,300
100001,300
100001,200
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,200
100001,300
100001,300
100001,300
100001,300
100001,200
100001,300
100001,300
100001,400
100001,400
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,300
100001,400
100001,300
100001,300
100001,300
150001,800
150001,400
150001,400
150001,400
150001,400
150001,400
150001,300
150001,300
150001,300
150001,300
150001,300
150001,400
150001,300
150001,200
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,400
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,400
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,400
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,300
150001,400
150001,400
150001,300
150001,300
150001,300
150001,300
150001,400
150001,300
200001,700
200001,300
200001,300
200001,300
200001,300
200001,400
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,400
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,400
200001,400
200001,300
200001,400
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,400
200001,300
200001,200
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,200
200001,300
200001,300
200001,400
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,200
200001,300
200001,300
200001,300
200001,300
200001,400
200001,300
200001,400
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,300
200001,400
250001,600
250001,300
250001,500
250001,300
250001,300
250001,300
250001,300
250001,200
250001,300
250001,300
250001,300
250001,400
250001,300
250001,300
250001,400
250001,300
250001,300
250001,300
250001,300
250001,300
250001,400
250001,300
250001,300
250001,300
250001,300
250001,400
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,200
250001,300
250001,300
250001,400
250001,300
250001,300
250001,300
250001,400
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,400
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,400
250001,300
250001,300
250001,300
250001,300
250001,300
250001,200
250001,400
250001,300
250001,300
250001,300
250001,400
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,400
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
250001,400
250001,300
250001,300
250001,300
250001,300
250001,300
250001,300
300001,800
300001,400
300001,400
300001,300
300001,300
300001,300
300001,300
300001,300
300001,400
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,400
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,400
300001,400
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,400
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,400
300001,300
300001,300
300001,400
300001,400
300001,400
300001,300
300001,300
300001,400
300001,400
300001,300
300001,300
300001,300
300001,400
300001,300
300001,300
300001,300
300001,300
300001,300
300001,300
300001,400
300001,300
300001,400
300001,300
300001,400
300001,300
300001,300
300001,300
300001,300
300001,300
300001,400
300001,300
300001,300
300001,300
300001,300
300001,400
300001,300
300001,300
300001,300
300001,300
350001,700
350001,400
350001,300
350001,300
350001,300
350001,400
350001,300
350001,400
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,400
350001,300
350001,300
350001,300
350001,300
350001,300
350001,400
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,400
350001,400
350001,300
350001,300
350001,400
350001,400
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,400
350001,300
350001,300
350001,400
350001,300
350001,300
350001,400
350001,300
350001,300
350001,300
350001,400
350001,300
350001,400
350001,300
350001,300
350001,300
350001,400
350001,500
350001,300
350001,400
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,400
350001,300
350001,300
350001,300
350001,300
350001,300
350001,400
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,300
350001,400
350001,300
350001,400
350001,400
350001,300
350001,300
350001,400
350001,300
350001,300
350001,300
350001,300
350001,300
400001,500
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,400
400001,300
400001,300
400001,300
400001,300
400001,400
400001,300
400001,400
400001,300
400001,300
400001,300
400001,300
400001,400
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,400
400001,200
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,400
400001,300
400001,300
400001,300
400001,400
400001,300
400001,300
400001,400
400001,300
400001,400
400001,300
400001,300
400001,300
400001,300
400001,300
400001,300
400001,400
400001,400
400001,300
400001,200
400001,300
400001,300
400001,300
400001,300
400001,400
400001,300
400001,300
400001,400
400001,300
400001,300
400001,300
400001,300
400001,400
400001,400
400001,300
400001,400
400001,300
400001,300
400001,300
400001,400
400001,300
400001,300
400001,300
400001,300
450001,700
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,400
450001,400
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,400
450001,400
450001,300
450001,300
450001,300
450001,400
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,400
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,400
450001,300
450001,400
450001,400
450001,300
450001,300
450001,300
450001,300
450001,300
450001,400
450001,300
450001,300
450001,300
450001,400
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,600
450001,300
450001,300
450001,300
450001,300
450001,300
450001,300
450001,400
450001,400
450001,300
450001,400
450001,300
450001,300
500001,900
500001,300
500001,300
500001,300
500001,300
500001,300
500001,300
500001,300
500001,300
500001,300
500001,300
500001,400
500001,300
500001,300
500001,300
500001,400
500001,300
500001,300
500001,300
500001,300
500001,400
500001,400
500001,300
500001,300
500001,300
500001,400
500001,300
500001,300
500001,300
500001,400
500001,300
500001,300
500001,400
500001,400
500001,300
500001,300
500001,300
500001,300
500001,300
500001,300
500001,300
500001,300
500001,500
500001,300
500001,300
500001,300
500001,400
500001,300
500001,300
500001,400
500001,300
500001,300
500001,400
500001,300
500001,300
500001,400
500001,300
500001,300
500001,400
500001,300
500001,400
500001,300
500001,300
500001,500
500001,300
500001,300
500001,300
500001,400
500001,300
500001,300
500001,400
500001,300
500001,400
500001,400
500001,600
500001,1500
500001,700
500001,600
500001,400
500001,300
500001,400
500001,300
500001,300
500001,300
500001,400
500001,300
500001,300
500001,300
500001,400
500001,300
500001,300
500001,300
500001,300
500001,300
500001,400
500001,300
500001,300
500001,400
500001,300
500001,300
550001,900
550001,400
550001,400
550001,400
550001,400
550001,400
550001,300
550001,300
550001,400
550001,300
550001,300
550001,400
550001,300
550001,400
550001,400
550001,300
550001,300
550001,700
550001,300
550001,400
550001,400
550001,300
550001,300
550001,300
550001,300
550001,400
550001,300
550001,400
550001,400
550001,400
550001,400
550001,300
550001,400
550001,300
550001,400
550001,300
550001,300
550001,400
550001,300
550001,300
550001,300
550001,300
550001,300
550001,300
550001,300
550001,400
550001,300
550001,300
550001,400
550001,500
550001,400
550001,300
550001,400
550001,400
550001,300
550001,400
550001,300
550001,300
550001,400
550001,300
550001,300
550001,300
550001,400
550001,400
550001,300
550001,300
550001,300
550001,300
550001,500
550001,400
550001,400
550001,300
550001,300
550001,300
550001,300
550001,400
550001,300
550001,300
550001,400
550001,300
550001,400
550001,300
550001,300
550001,300
550001,300
550001,400
550001,300
550001,300
